,timestamp,market,historical_volume,projected_growth,external_factors,idle_resources_eu,idle_resources_asia,allocated_resources_eu,allocated_resources_asia,predicted_volume_increase
20,2023-01-01 20:00:00,US,2991,0.45170894647380594,1.1125840583322553,94,84,9.4,8.4,1351.0614589031536
21,2023-01-01 21:00:00,US,9997,0.28314034683951667,0.9728334851408271,34,74,3.4000000000000004,7.4,2830.554047354648
22,2023-01-01 22:00:00,EU,3616,0.4355533140893571,1.037910485916334,62,49,6.2,4.9,1574.9607837471153
23,2023-01-01 23:00:00,EU,3440,0.4188702687538137,0.9394799236556741,70,92,7.0,9.200000000000001,1440.9137245131192
24,2023-01-02 00:00:00,US,6510,0.4181730454485322,0.9306836859921531,55,47,5.5,4.7,2722.3065258699444
25,2023-01-02 01:00:00,US,153,0.35210519175030347,1.1026767093104135,83,51,8.3,5.1000000000000005,53.87209433779643
26,2023-01-02 02:00:00,US,2675,0.15279341795126383,0.9815731129214247,69,46,6.9,4.6000000000000005,408.7223930196308
27,2023-01-02 03:00:00,Asia,715,0.17471852629481474,0.8848645051724117,60,65,15.0,16.25,110.54058895473469
28,2023-01-02 04:00:00,Asia,6044,0.1611499141655163,0.8807752647767464,82,80,20.5,20.0,857.8663716732823
29,2023-01-02 05:00:00,Asia,7504,0.0198225397709567,1.1436689446279735,93,64,23.25,16.0,170.1188552402794
30,2023-01-02 06:00:00,EU,1054,0.2954587655152575,1.0711041977450684,57,98,5.7,9.8,311.41353885308143
31,2023-01-02 07:00:00,Asia,1729,0.3524284985185561,1.0184184293432463,93,63,23.25,15.75,620.572123118608
32,2023-01-02 08:00:00,EU,6959,0.42839433682734973,0.9603754943985437,49,31,4.9,3.1,2981.196189981527
33,2023-01-02 09:00:00,EU,8941,0.07868106235753787,0.9723269563148503,16,36,1.6,3.6,703.487378538746
34,2023-01-02 10:00:00,Asia,3378,0.2766497429986329,0.8229740776779776,84,56,21.0,14.0,769.0880656102568
35,2023-01-02 11:00:00,EU,5555,0.013923988930153602,0.9819640579471371,94,47,9.4,4.7,77.34775850700326
36,2023-01-02 12:00:00,Asia,3901,0.056595887378257444,1.1181819642488326,28,48,7.0,12.0,246.87283651691695
37,2023-01-02 13:00:00,Asia,2661,0.0365637546609366,0.955194592038129,24,24,6.0,6.0,92.93675740723336
38,2023-01-02 14:00:00,US,6639,0.3654842366675886,0.9534325010173031,79,75,7.9,7.5,2426.4498472361206
39,2023-01-02 15:00:00,Asia,470,0.04971918630002555,0.8062866332077152,70,70,17.5,17.5,18.84132020400714
40,2023-01-02 16:00:00,US,957,0.3610619609638071,0.9831341050232274,65,69,6.5,6.9,345.5362966423634
41,2023-01-02 17:00:00,Asia,4986,0.13231610516118586,0.8101350611791868,19,17,4.75,4.25,534.4688649254487
42,2023-01-02 18:00:00,Asia,7585,0.44007935074150034,1.0281397712035045,55,53,13.75,13.25,3431.9324844241814
43,2023-01-02 19:00:00,US,483,0.4084434942982689,1.0027133526329257,89,52,8.9,5.2,197.27820774606388
44,2023-01-02 20:00:00,US,4434,0.4793368065628855,1.1360033995695995,84,15,8.4,1.5,2125.3794002998343
45,2023-01-02 21:00:00,Asia,4390,0.4430433875744356,1.0327122443702885,66,93,16.5,23.25,2008.5844936844542
46,2023-01-02 22:00:00,EU,2825,0.4673314153670102,0.929370942128886,44,36,4.4,3.6,1320.2112484118038
47,2023-01-02 23:00:00,US,6304,0.4307837742915208,1.0064924037667657,81,54,8.1,5.4,2715.6609131337473
48,2023-01-03 00:00:00,EU,6211,0.34975713130127917,1.0798825422999676,12,32,1.2000000000000002,3.2,2172.341542512245
49,2023-01-03 01:00:00,EU,4351,0.09342698454146361,0.8375855181641532,75,90,7.5,9.0,406.50080973990816
50,2023-01-03 02:00:00,EU,1022,0.14313668423850556,1.0484296353881735,62,22,6.2,2.2,146.2856912917527
51,2023-01-03 03:00:00,US,3015,0.1142362134038338,1.1666505127911917,87,77,8.700000000000001,7.7,344.4221834125589
52,2023-01-03 04:00:00,EU,8057,0.30575703595252074,0.9196521182524977,61,93,6.1000000000000005,9.3,2463.4844386694595
53,2023-01-03 05:00:00,US,3146,0.25677376960706466,1.050650037950565,62,73,6.2,7.300000000000001,807.8102791838254
54,2023-01-03 06:00:00,EU,9266,0.43486919860762757,1.1285317801400974,63,34,6.300000000000001,3.4000000000000004,4029.4979942982773
55,2023-01-03 07:00:00,Asia,1330,0.4768097045845471,1.0047225589754496,56,95,14.0,23.75,637.1517504909041
56,2023-01-03 08:00:00,Asia,7747,0.20838134591289073,1.087191813608154,12,61,3.0,15.25,1755.086672254709
57,2023-01-03 09:00:00,US,5033,0.25811177110759803,0.924404135395704,74,57,7.4,5.7,1299.0765439845409
58,2023-01-03 10:00:00,Asia,9655,0.4860430148340282,0.922423381170058,24,70,6.0,17.5,4328.697994180563
59,2023-01-03 11:00:00,Asia,4040,0.14535708139534034,1.0670336087194243,93,26,23.25,6.5,626.6076001013402
60,2023-01-03 12:00:00,EU,6583,0.3982714799258187,1.0821635495893935,95,49,9.5,4.9,2621.8211523516643
61,2023-01-03 13:00:00,US,303,0.12036755214427067,1.1748038798048575,43,84,4.3,8.4,36.471368299714015
62,2023-01-03 14:00:00,EU,260,0.34391545655838324,0.8899354298871899,59,98,5.9,9.8,89.41801870517965
63,2023-01-03 15:00:00,EU,9060,0.13427165754289644,0.9872870384351876,42,78,4.2,7.800000000000001,1216.5012173386417
64,2023-01-03 16:00:00,EU,3848,0.44302936052737957,0.9002053892655566,82,94,8.200000000000001,9.4,1704.7769793093566
65,2023-01-03 17:00:00,EU,6818,0.28512419243097165,0.8320368643520982,12,35,1.2000000000000002,3.5,1943.9767439943646
66,2023-01-03 18:00:00,EU,2681,0.10110748402844844,0.9612922111789951,11,89,1.1,8.9,271.06916468027026
67,2023-01-03 19:00:00,EU,1193,0.11994089609225815,0.9496322989152813,13,65,1.3,6.5,143.089489038064
68,2023-01-03 20:00:00,EU,4600,0.2519861058969691,0.9081736479928751,25,49,2.5,4.9,1159.1360871260579
69,2023-01-03 21:00:00,US,8899,0.4811849925316906,0.9187979564557666,63,94,6.300000000000001,9.4,4282.065248539515
70,2023-01-03 22:00:00,Asia,5810,0.3871246603029907,0.9441647225405112,42,77,10.5,19.25,2123.6098898795003
71,2023-01-03 23:00:00,EU,9832,0.2492717249846641,1.1955350531120374,18,17,1.8,1.7000000000000002,2450.8396000492176
72,2023-01-04 00:00:00,EU,2975,0.17548238083548637,1.113183106386912,66,82,6.6000000000000005,8.200000000000001,522.060082985572
73,2023-01-04 01:00:00,EU,3291,0.2791415617407369,0.8285604804347628,49,54,4.9,5.4,918.6548796887652
74,2023-01-04 02:00:00,EU,1937,0.3766968083800237,1.1489652705946807,61,26,6.1000000000000005,2.6,729.6617178321059
75,2023-01-04 03:00:00,EU,789,0.39412500834187203,1.0533213305594686,91,50,9.1,5.0,310.964631581737
76,2023-01-04 04:00:00,EU,3859,0.16905831106750288,1.1562375040487636,25,86,2.5,8.6,652.3960224094936
77,2023-01-04 05:00:00,Asia,2203,0.36336804142479984,0.9366838748520913,17,18,4.25,4.5,749.8152500413504
78,2023-01-04 06:00:00,Asia,465,0.3323165022177312,0.9858075459246876,96,79,24.0,19.75,152.334053717515
79,2023-01-04 07:00:00,EU,8192,0.479965023078184,1.1584908229232433,69,33,6.9,3.3000000000000003,3931.8734690564834
80,2023-01-04 08:00:00,Asia,4272,0.4662342423489273,0.9090292543654727,45,82,11.25,20.5,1810.561456593916
81,2023-01-04 09:00:00,US,6133,0.39679586954575274,1.1662003504981662,12,20,1.2000000000000002,2.0,2433.5490679241016
82,2023-01-04 10:00:00,EU,2478,0.36446339753891493,1.1313998848577076,24,44,2.4000000000000004,4.4,903.1402991014312
83,2023-01-04 11:00:00,US,1305,0.14428037895509516,1.1922231763637172,91,38,9.1,3.8000000000000003,188.28589453639918
84,2023-01-04 12:00:00,US,5088,0.42452297548828133,0.9297030348065453,32,17,3.2,1.7000000000000002,2159.972899284375
85,2023-01-04 13:00:00,EU,5769,0.21947779481954943,0.8943012720019133,12,26,1.2000000000000002,2.6,1266.1673983139806
86,2023-01-04 14:00:00,Asia,2835,0.1433978658279619,0.9323467588182912,39,80,9.75,20.0,379.029677933165
87,2023-01-04 15:00:00,US,9967,0.19823877139719662,1.181859918395494,54,21,5.4,2.1,1975.8458345158588
88,2023-01-04 16:00:00,EU,8590,0.41960839010808887,0.9332293184211766,26,88,2.6,8.8,3604.436071028483
89,2023-01-04 17:00:00,US,1056,0.08283027563316364,1.0260847279828953,67,59,6.7,5.9,87.46877106862081
90,2023-01-04 18:00:00,US,9406,0.23351778314871302,0.9614717130346057,67,33,6.7,3.3000000000000003,2196.4682682967946
91,2023-01-04 19:00:00,US,6723,0.25125522131944994,0.9584880577927124,66,46,6.6000000000000005,4.6000000000000005,1689.188852930662
92,2023-01-04 20:00:00,US,1574,0.027948551823421507,0.8773514439516221,16,87,1.6,8.700000000000001,43.99102057006545
93,2023-01-04 21:00:00,Asia,4560,0.105915554478601,1.014831816319036,48,20,12.0,5.0,490.13832384748144
94,2023-01-04 22:00:00,US,7102,0.4151037900021697,1.1397617019868826,87,90,8.700000000000001,9.0,2948.067116595409
95,2023-01-04 23:00:00,US,6496,0.4170760204114327,0.8197940054215483,67,68,6.7,6.800000000000001,2709.3258285926668
96,2023-01-05 00:00:00,US,2928,0.1532833911032815,1.1556906374653686,65,64,6.5,6.4,448.8137691504083
97,2023-01-05 01:00:00,Asia,2950,0.43869964495298386,1.0661891860549197,24,36,6.0,9.0,1379.8236112562622
98,2023-01-05 02:00:00,US,3064,0.38817364014349043,1.0466952322299612,53,76,5.300000000000001,7.6000000000000005,1189.3640333996548
99,2023-01-05 03:00:00,US,4694,0.21477466705975062,1.0503600931695969,21,69,2.1,6.9,1008.1522871784695
100,2023-01-05 04:00:00,Asia,9241,0.37671910875846853,0.9185079343817878,17,11,4.25,2.75,3197.5661110441224
101,2023-01-05 05:00:00,Asia,6744,0.4810539692854551,0.9660578015473151,89,77,22.25,19.25,3134.1117393162745
102,2023-01-05 06:00:00,Asia,2950,0.23489516185202092,1.119716002361686,50,27,12.5,6.75,775.8968212289858
103,2023-01-05 07:00:00,US,265,0.12682931768720698,0.9225524147745159,43,29,4.3,2.9000000000000004,33.60976918710985
104,2023-01-05 08:00:00,Asia,1019,0.47149008502457634,0.9880080838290787,55,94,13.75,23.5,474.68689974308234
105,2023-01-05 09:00:00,Asia,8405,0.30583470139599567,0.8078529085550614,97,72,24.25,18.0,2076.618752967819
106,2023-01-05 10:00:00,US,3604,0.06157992961540839,1.0934233411742027,38,87,3.8000000000000003,8.700000000000001,221.93406633393184
107,2023-01-05 11:00:00,Asia,1091,0.29061457976977784,0.9670808706714422,25,81,6.25,20.25,306.6231507094271
108,2023-01-05 12:00:00,US,6147,0.2552846358296664,1.0101435073894416,14,11,1.4000000000000001,1.1,1569.2346564449592
109,2023-01-05 13:00:00,EU,3939,0.42923855809702605,0.8458757271243035,14,99,1.4000000000000001,9.9,1690.7706803441856
110,2023-01-05 14:00:00,Asia,1358,0.2700406429841255,1.1966856915149746,39,92,9.75,23.0,438.8428245306117
111,2023-01-05 15:00:00,EU,7709,0.1350638928286989,0.9209871307939383,59,51,5.9,5.1000000000000005,1041.20754981644
112,2023-01-05 16:00:00,US,8806,0.3410655912937954,1.05399586463858,14,37,1.4000000000000001,3.7,3003.423596933162
113,2023-01-05 17:00:00,Asia,4904,0.27586197174243426,1.0324945379417863,22,38,5.5,9.5,1396.786601260782
114,2023-01-05 18:00:00,US,167,0.1241918678507675,1.1140368815699961,58,78,5.800000000000001,7.800000000000001,20.74004193107817
115,2023-01-05 19:00:00,EU,9888,0.2910776503920248,0.9175347822487843,98,37,9.8,3.7,2878.1758070763412
116,2023-01-05 20:00:00,US,5760,0.4125524331659462,1.1023709379988949,59,69,5.9,6.9,2376.30201503585
117,2023-01-05 21:00:00,Asia,4578,0.023999749684765113,0.9530006922742937,23,99,5.75,24.75,104.70699997695041
118,2023-01-05 22:00:00,Asia,8310,0.31911700893610473,0.9644643863385396,55,14,13.75,3.5,2557.6267885100665
119,2023-01-05 23:00:00,EU,3621,0.1812967459343521,1.069085010594708,99,24,9.9,2.4000000000000004,656.475517028289
120,2023-01-06 00:00:00,US,672,0.15340900842211785,1.1137143086961876,91,82,9.1,8.200000000000001,103.0908536596632
121,2023-01-06 01:00:00,Asia,7182,0.20236799767694452,1.0667466544482236,93,41,23.25,10.25,1550.4170114019116
122,2023-01-06 02:00:00,EU,7932,0.17759110548151102,1.1599518082284608,43,61,4.3,6.1000000000000005,1408.6526486793455
123,2023-01-06 03:00:00,Asia,5495,0.41779716228713637,0.914063611804027,80,99,20.0,24.75,2098.5030414732837
124,2023-01-06 04:00:00,Asia,2358,0.14465092727627127,1.1602466928407797,56,46,14.0,11.5,395.74493205322693
125,2023-01-06 05:00:00,US,6139,0.36924498132222683,0.8523454103773516,69,24,6.9,2.4000000000000004,2266.7949403371504
126,2023-01-06 06:00:00,Asia,750,0.05608931191200847,1.0638121276119923,83,50,20.75,12.5,44.751367681054795
127,2023-01-06 07:00:00,US,5841,0.47618422251736364,1.019052260552071,88,13,8.8,1.3,2781.3920437239212
128,2023-01-06 08:00:00,Asia,6938,0.31493515225179036,0.9978543761662357,90,62,22.5,15.5,2180.3318551484535
129,2023-01-06 09:00:00,EU,2687,0.3562921027518344,0.9243648115448713,20,93,2.0,9.3,957.3568800941791
130,2023-01-06 10:00:00,Asia,7976,0.156039272726281,1.0014930981232937,94,36,23.5,9.0,1246.4275032602725
131,2023-01-06 11:00:00,US,3362,0.21192731866697617,0.8647093425538813,59,30,5.9,3.0,712.4996453583739
132,2023-01-06 12:00:00,US,1438,0.11965140927277836,0.9477283776846702,13,69,1.3,6.9,172.05872653425527
133,2023-01-06 13:00:00,EU,5096,0.4669426820430897,0.839472366993551,50,95,5.0,9.5,2379.539907691585
134,2023-01-06 14:00:00,Asia,5880,0.24917117907967506,1.0287386399145277,68,73,17.0,18.25,1507.2322768492659
135,2023-01-06 15:00:00,Asia,2927,0.3189195766724151,0.8383071544798508,69,80,17.25,20.0,782.5409513980563
136,2023-01-06 16:00:00,EU,5332,0.3697932949600506,0.8641378575620663,90,56,9.0,5.6000000000000005,1971.7378487269898
137,2023-01-06 17:00:00,Asia,2317,0.19184198463877408,0.8341867205949925,71,63,17.75,15.75,370.79422750063424
138,2023-01-06 18:00:00,Asia,3639,0.3628498107241792,0.9525242559808311,93,40,23.25,10.0,1257.7229921679236
139,2023-01-06 19:00:00,US,7945,0.3412363199806067,1.1367833817673394,34,26,3.4000000000000004,2.6,2711.1225622459206
140,2023-01-06 20:00:00,Asia,9329,0.3557730735982338,1.162758556653531,96,59,24.0,14.75,3859.2037930264814
141,2023-01-06 21:00:00,Asia,4483,0.24972265110026032,0.8287557818400054,88,16,22.0,4.0,927.7976047546503
142,2023-01-06 22:00:00,EU,3061,0.1976393173228924,1.0538200563446507,42,92,4.2,9.200000000000001,604.9739503253736
143,2023-01-06 23:00:00,EU,3326,0.11882027222240502,1.0737541698368294,28,37,2.8000000000000003,3.7,395.19622541171907
144,2023-01-07 00:00:00,US,6937,0.4140669128724375,1.0135079769728097,66,19,6.6000000000000005,1.9000000000000001,2872.382174596099
145,2023-01-07 01:00:00,Asia,7131,0.30809152280052254,1.0667939445878183,24,36,6.0,9.0,2343.7469887052794
146,2023-01-07 02:00:00,Asia,9390,0.22773257608777256,0.8934762861772382,50,22,12.5,5.5,1910.6176328868519
147,2023-01-07 03:00:00,Asia,9231,0.4725579942881996,0.9958576847276064,78,75,19.5,18.75,4344.113308653416
148,2023-01-07 04:00:00,US,3816,0.03344101812844902,0.9563503396143314,89,95,8.9,9.5,127.61092517816145
149,2023-01-07 05:00:00,US,3514,0.4265842531504733,0.8358831805758524,69,93,6.9,9.3,1499.0170655707632
150,2023-01-07 06:00:00,EU,1548,0.4988154705435265,1.0502225758889956,31,69,3.1,6.9,772.166348401379
151,2023-01-07 07:00:00,US,670,0.444601634332605,0.9980860770686185,52,52,5.2,5.2,297.8830950028454
152,2023-01-07 08:00:00,Asia,3004,0.4071139269516564,0.9100696107610333,41,78,10.25,19.5,1112.988047161014
153,2023-01-07 09:00:00,Asia,2605,0.1934099367690991,0.9894741041613486,22,72,5.5,18.0,498.52959281292175
154,2023-01-07 10:00:00,US,1017,0.12334394930852381,1.1101192073590012,47,79,4.7,7.9,125.44079644676872
155,2023-01-07 11:00:00,Asia,7082,0.37007675504480453,1.1206631051232256,35,74,8.75,18.5,2937.127530063346
156,2023-01-07 12:00:00,Asia,7527,0.15924192948139854,1.0598104514997475,90,76,22.5,19.0,1270.3036479121865
157,2023-01-07 13:00:00,US,6436,0.09625944425593562,0.9870991333600655,14,63,1.4000000000000001,6.300000000000001,619.5257832312017
158,2023-01-07 14:00:00,US,1778,0.39539768468075975,1.0302998556815393,58,45,5.800000000000001,4.5,703.0170833623908
159,2023-01-07 15:00:00,Asia,715,0.1631463895959939,0.9540061485422469,14,80,3.5,20.0,111.28450103273863
160,2023-01-07 16:00:00,Asia,7186,0.4580764474487958,0.8506225371976953,80,24,20.0,6.0,2800.0259776082585
161,2023-01-07 17:00:00,Asia,4849,0.42190999596137135,0.9542482389544368,57,84,14.25,21.0,1952.2407157499053
162,2023-01-07 18:00:00,EU,3605,0.425343761459535,1.0121331024278537,27,27,2.7,2.7,1533.3642600616238
163,2023-01-07 19:00:00,EU,4629,0.38806916576735484,1.0395336058602336,15,13,1.5,1.3,1796.3721683370857
164,2023-01-07 20:00:00,EU,1235,0.44163189764962096,1.1743203904218484,75,97,7.5,9.700000000000001,545.4153935972819
165,2023-01-07 21:00:00,US,8666,0.40481597716727885,1.1109333780122466,86,20,8.6,2.0,3508.1352581316387
166,2023-01-07 22:00:00,EU,7326,0.30523056815161703,0.860797024577871,51,15,5.1000000000000005,1.5,2236.1191422787465
167,2023-01-07 23:00:00,US,5262,0.15495313210511294,0.8696728826611713,61,60,6.1000000000000005,6.0,815.3633811371043
168,2023-01-08 00:00:00,US,306,0.445222504674933,0.8401979036959016,20,67,2.0,6.7,136.2380864305295
169,2023-01-08 01:00:00,EU,4975,0.421895775158864,1.095272690888367,35,69,3.5,6.9,2098.9314814153486
170,2023-01-08 02:00:00,EU,1419,0.2417108678831671,1.0824489113967428,30,27,3.0,2.7,342.9877215262141
171,2023-01-08 03:00:00,EU,1241,0.029148556140958043,1.1945451606787523,75,88,7.5,8.8,36.17335817092893
172,2023-01-08 04:00:00,Asia,4727,0.3228864264269376,1.0088093670657394,49,76,12.25,19.0,1539.7297349359264
173,2023-01-08 05:00:00,EU,7489,0.034792458301525046,1.1305659715395526,65,26,6.5,2.6,260.5607202201211
174,2023-01-08 06:00:00,Asia,2790,0.46387718130571953,1.0305759434571151,60,43,15.0,10.75,1333.7892519249099
175,2023-01-08 07:00:00,US,7423,0.48119931574640046,1.1496346850109749,29,39,2.9000000000000004,3.9000000000000004,3571.9425207855306
176,2023-01-08 08:00:00,Asia,3355,0.10285017149080607,1.0884084157211005,90,28,22.5,7.0,375.568738861033
177,2023-01-08 09:00:00,EU,8381,0.3414307952469059,1.0571536059965012,89,18,8.9,1.8,2861.5314949643184
178,2023-01-08 10:00:00,US,5313,0.055211812235753756,1.0260490683932202,66,49,6.6000000000000005,4.9,293.3403584085597
179,2023-01-08 11:00:00,US,4208,0.36746329500082986,1.0891882097771899,14,53,1.4000000000000001,5.300000000000001,1546.285545363492
180,2023-01-08 12:00:00,US,3120,0.18017095641481057,0.9678615370684042,23,68,2.3000000000000003,6.800000000000001,562.133384014209
181,2023-01-08 13:00:00,Asia,1957,0.3437145547479182,0.8386306322822656,33,34,8.25,8.5,564.1043779076949
182,2023-01-08 14:00:00,EU,9096,0.19270948950906716,0.8159944515191364,77,80,7.7,8.0,1752.8855165744749
183,2023-01-08 15:00:00,US,9236,0.0813280798182855,0.9916094926436696,61,62,6.1000000000000005,6.2,751.1461452016849
184,2023-01-08 16:00:00,US,2889,0.20899389044625336,1.0397166328880565,57,57,5.7,5.7,603.7833494992259
185,2023-01-08 17:00:00,US,3975,0.06521002805104711,0.8315396122282502,97,80,9.700000000000001,8.0,259.2098615029123
186,2023-01-08 18:00:00,Asia,7705,0.29267280473870344,0.9147614195648409,56,93,14.0,23.25,2062.8272144988127
187,2023-01-08 19:00:00,Asia,9902,0.030066250753245087,0.9288128823901949,69,62,17.25,15.5,276.52246998745017
188,2023-01-08 20:00:00,EU,8235,0.2683866430039313,1.0251182140833004,82,58,8.200000000000001,5.800000000000001,2210.1640051373743
189,2023-01-08 21:00:00,Asia,6155,0.444320637076815,0.9113929824171156,12,52,3.0,13.0,2492.471623588579
190,2023-01-08 22:00:00,US,3982,0.4205579023584877,0.8382594398224027,18,28,1.8,2.8000000000000003,1674.661567191498
191,2023-01-08 23:00:00,EU,7275,0.4425630328169834,0.8659426963786201,91,75,9.1,7.5,3219.6460637435544
192,2023-01-09 00:00:00,US,7229,0.4618039130422826,0.8695791206416773,92,43,9.200000000000001,4.3,3338.3804873826607
193,2023-01-09 01:00:00,US,5121,0.06121866505909017,1.1370779776891045,33,90,3.3000000000000003,9.0,313.50078376760075
194,2023-01-09 02:00:00,Asia,4835,0.07308612940909939,0.9137278747913166,13,97,3.25,24.25,322.88533094771725
195,2023-01-09 03:00:00,EU,2487,0.282933335093433,1.0858766935659028,18,82,1.8,8.200000000000001,703.6552043773678
196,2023-01-09 04:00:00,Asia,6682,0.4480466075279703,1.0271354985357224,10,63,2.5,15.75,3075.0869740955936
197,2023-01-09 05:00:00,Asia,9233,0.48743123369677505,1.1908155014465769,44,10,11.0,2.5,5359.208696649394
198,2023-01-09 06:00:00,EU,5966,0.03266833949659998,0.9091290675520809,83,64,8.3,6.4,194.8993134367155
199,2023-01-09 07:00:00,US,2666,0.18432930125832347,0.8633492082116802,21,24,2.1,2.4000000000000004,491.4219171546904
200,2023-01-09 08:00:00,US,1075,0.11431818478339678,0.8208151350778242,27,94,2.7,9.4,122.89204864215154
201,2023-01-09 09:00:00,EU,7312,0.38042326597631154,0.8963838649125122,87,24,8.700000000000001,2.4000000000000004,2781.65492081879
202,2023-01-09 10:00:00,US,9246,0.3236949955831457,1.0736283545661571,19,32,1.9000000000000001,3.2,2992.883929161765
203,2023-01-09 11:00:00,EU,1362,0.06874513542708426,0.8341032898547442,83,75,8.3,7.5,93.63087445168875
204,2023-01-09 12:00:00,EU,5147,0.24692581300883604,0.8978807380598635,27,55,2.7,5.5,1270.9271595564792
205,2023-01-09 13:00:00,Asia,9235,0.34586585596193276,1.1421233472736048,33,18,8.25,4.5,3648.0232673129776
206,2023-01-09 14:00:00,EU,7482,0.3917126430227785,1.0331811797458081,10,75,1.0,7.5,2930.7939950964287
207,2023-01-09 15:00:00,Asia,6331,0.019825827794164176,0.8278086161012782,88,75,22.0,18.75,103.90431546005044
208,2023-01-09 16:00:00,US,3427,0.446330091252106,0.8190732576999054,81,27,8.1,2.7,1529.5732227209671
209,2023-01-09 17:00:00,US,5730,0.28894787764575697,0.8244491501303068,91,26,9.1,2.6,1655.6713389101874
210,2023-01-09 18:00:00,US,2359,0.4078354663303533,1.176750020058901,25,81,2.5,8.1,962.0838650733034
211,2023-01-09 19:00:00,US,1357,0.4058896347069989,1.139948571424422,94,43,9.4,4.3,550.7922342973975
212,2023-01-09 20:00:00,Asia,564,0.10302780353277487,1.13797601680751,24,78,6.0,19.5,66.12514758934476
213,2023-01-09 21:00:00,US,3394,0.06398433892428021,1.1696867048974182,71,73,7.1000000000000005,7.300000000000001,217.16284630900702
214,2023-01-09 22:00:00,EU,6874,0.3634307617971751,1.002102156100364,14,53,1.4000000000000001,5.300000000000001,2498.2230565937816
215,2023-01-09 23:00:00,EU,7531,0.08664919022259335,0.8989378684573376,54,38,5.4,3.8000000000000003,652.5550515663505
216,2023-01-10 00:00:00,EU,1330,0.42646937078831465,0.9605392016954073,61,71,6.1000000000000005,7.1000000000000005,567.2042631484585
217,2023-01-10 01:00:00,Asia,9176,0.3658328470924315,1.0875456291535244,80,25,20.0,6.25,3650.7625695441566
218,2023-01-10 02:00:00,US,3905,0.4224944285389787,1.150413148608506,16,87,1.6,8.700000000000001,1649.8407434447117
219,2023-01-10 03:00:00,US,6519,0.1565162130085796,0.9740363706798097,36,61,3.6,6.1000000000000005,1020.3291926029303
220,2023-01-10 04:00:00,US,5850,0.16513304960117883,1.0141523821528244,98,11,9.8,1.1,966.0283401668962
221,2023-01-10 05:00:00,Asia,3956,0.33889856260969564,1.1727131973105012,95,70,23.75,17.5,1572.236311743231
222,2023-01-10 06:00:00,EU,3235,0.02540851797888429,0.8429994548437717,22,13,2.2,1.3,82.19655566169068
223,2023-01-10 07:00:00,EU,7053,0.3659834057053371,1.1449196867896496,26,61,2.6,6.1000000000000005,2581.2809604397426
224,2023-01-10 08:00:00,US,9216,0.4195337047187546,0.8637229929007744,53,50,5.300000000000001,5.0,3866.422622688043
225,2023-01-10 09:00:00,EU,6134,0.213430157436011,0.9935445401162482,22,61,2.2,6.1000000000000005,1309.1805857124914
226,2023-01-10 10:00:00,EU,4689,0.3847906267433497,0.8873692514652238,99,40,9.9,4.0,1804.2832487995668
